Date,Open,High,Low,Close,Adj Close,Volume
1971-01-07,92.349998,93.660004,90.989998,92.559998,92.559998,82170000
1971-01-14,92.559998,94.529999,91.669998,93.779999,93.779999,85140000
1971-01-21,93.779999,96.360001,93.150002,94.889999,94.889999,101810000
1971-01-28,94.889999,97.190002,94.120003,96.629997,96.629997,104160000
1971-02-04,96.629997,98.500000,95.690002,97.389999,97.389999,114220000
1971-02-11,97.389999,99.589996,96.989998,98.199997,98.199997,77800000
1971-02-18,98.199997,98.599998,94.919998,96.730003,96.730003,81360000
1971-02-25,96.730003,97.709999,95.839996,96.949997,96.949997,76020000
1971-03-04,96.949997,100.309998,96.900002,99.300003,99.300003,96830000
1971-03-11,99.300003,101.940002,98.570000,101.120003,101.120003,92770000
1971-03-18,101.120003,102.029999,99.150002,99.620003,99.620003,79590000
1971-03-25,99.620003,101.050003,98.360001,100.309998,100.309998,78120000
1971-04-01,100.309998,102.870003,99.629997,101.980003,101.980003,86290000
1971-04-08,101.980003,104.010002,101.300003,103.370003,103.370003,79640000
1971-04-15,103.370003,104.629997,102.550003,103.360001,103.360001,93470000
1971-04-22,103.360001,105.599998,102.580002,104.769997,104.769997,104350000
1971-04-29,104.769997,105.580002,102.370003,103.779999,103.779999,88530000
1971-05-06,103.779999,104.419998,101.500000,102.900002,102.900002,81470000
1971-05-13,102.900002,103.570000,99.680000,101.070000,101.070000,85330000
1971-05-20,101.070000,102.169998,98.730003,99.589996,99.589996,65490000
1971-05-27,99.589996,101.529999,98.680000,100.959999,100.959999,54040000
1971-06-03,100.959999,102.070000,99.279999,100.290001,100.290001,74850000
1971-06-10,100.290001,101.709999,99.449997,100.519997,100.519997,64100000
1971-06-17,100.519997,101.370003,96.919998,98.410004,98.410004,73350000
1971-06-24,98.410004,100.290001,97.019997,98.699997,98.699997,61620000
1971-07-01,99.160004,100.830002,99.089996,100.040001,100.040001,48010000
1971-07-08,100.040001,101.519997,98.230003,99.220001,99.220001,66480000
1971-07-15,99.220001,100.480003,98.110001,99.279999,99.279999,62840000
1971-07-22,99.279999,99.820000,96.510002,97.070000,97.070000,60370000
1971-07-29,97.070000,97.220001,93.349998,93.889999,93.889999,68310000
1971-08-05,93.889999,95.059998,92.809998,94.660004,94.660004,50530000
1971-08-12,94.809998,101.000000,94.809998,98.599998,98.599998,105070000
1971-08-19,98.599998,101.510002,97.349998,100.410004,100.410004,76100000
1971-08-26,100.410004,101.220001,98.320000,99.070000,99.070000,58820000
1971-09-02,99.070000,102.250000,98.519997,101.339996,101.339996,56040000
1971-09-09,101.339996,101.879997,98.790001,99.769997,99.769997,59660000
1971-09-16,99.769997,100.519997,98.150002,98.470001,98.470001,56000000
1971-09-23,98.470001,99.349998,96.970001,97.900002,97.900002,56760000
1971-09-30,97.900002,100.129997,97.480003,99.820000,99.820000,69450000
1971-10-07,99.820000,100.959999,98.580002,99.029999,99.029999,67330000
1971-10-14,99.029999,99.250000,95.230003,95.650002,95.650002,65790000
1971-10-21,95.650002,96.830002,93.389999,93.790001,93.790001,63760000
1971-10-28,93.790001,95.309998,91.839996,94.910004,94.910004,66120000
1971-11-04,94.910004,96.080002,93.099998,93.410004,93.410004,60540000
1971-11-11,93.410004,93.540001,90.930000,92.849998,92.849998,63360000
1971-11-18,92.849998,93.620003,89.339996,90.330002,90.330002,65530000
1971-11-25,90.330002,96.120003,90.269997,95.440002,95.440002,69140000
1971-12-02,95.440002,98.169998,94.730003,96.919998,96.919998,83920000
1971-12-09,96.959999,98.540001,96.959999,98.540001,98.540001,82200000
1971-12-16,99.739998,101.800003,99.739998,101.180000,101.180000,102540000
1971-12-23,100.739998,102.209999,100.739998,102.209999,102.209999,60130000
1971-12-30,101.779999,103.690002,100.870003,103.059998,103.059998,76960000
1972-01-06,103.059998,104.660004,102.379997,103.589996,103.589996,92500000
1972-01-13,103.589996,104.849998,102.290001,103.879997,103.879997,87100000
1972-01-20,103.879997,105.000000,101.629997,102.500000,102.500000,87170000
1972-01-27,102.500000,105.410004,102.199997,104.680000,104.680000,107280000
1972-02-03,104.680000,106.029999,103.849998,105.550003,105.550003,91940000
1972-02-10,105.550003,106.690002,104.029999,105.620003,105.620003,95590000
1972-02-17,105.620003,106.650002,104.470001,105.379997,105.379997,72360000
1972-02-24,105.379997,108.129997,104.760002,107.349998,107.349998,96370000
1972-03-02,107.349998,109.720001,106.629997,108.959999,108.959999,107550000
1972-03-09,108.959999,109.750000,106.709999,107.750000,107.750000,99710000
1972-03-16,107.750000,108.809998,105.860001,106.839996,106.839996,83170000
1972-03-23,106.839996,108.360001,105.980003,106.489998,106.489998,75190000
1972-03-30,106.489998,109.639999,106.070000,109.000000,109.000000,70420000
1972-04-06,109.000000,111.110001,108.529999,110.180000,110.180000,106820000
1972-04-13,110.180000,110.790001,108.709999,109.199997,109.199997,89430000
1972-04-20,109.199997,109.919998,106.180000,106.889999,106.889999,85780000
1972-04-27,106.889999,108.279999,105.440002,105.989998,105.989998,74050000
1972-05-04,105.989998,107.330002,103.830002,105.419998,105.419998,73030000
1972-05-11,105.419998,107.550003,104.900002,106.889999,106.889999,68160000
1972-05-18,106.889999,111.070000,106.720001,110.309998,110.309998,87260000
1972-05-25,110.309998,111.480003,108.919998,109.529999,109.529999,63250000
1972-06-01,109.529999,110.510002,106.910004,107.650002,107.650002,74960000
1972-06-08,107.650002,109.150002,106.290001,108.389999,108.389999,74030000
1972-06-15,108.389999,109.660004,107.370003,108.790001,108.790001,72090000
1972-06-22,108.790001,109.330002,106.489998,107.019997,107.019997,65960000
1972-06-29,107.019997,108.800003,105.940002,108.099998,108.099998,50320000
1972-07-06,108.279999,110.269997,106.419998,106.889999,106.889999,73100000
1972-07-13,106.889999,107.580002,104.430000,106.139999,106.139999,76520000
1972-07-20,106.139999,108.879997,104.989998,107.529999,107.529999,78390000
1972-07-27,107.529999,109.849998,106.519997,109.290001,109.290001,71500000
1972-08-03,109.290001,111.570000,108.900002,110.860001,110.860001,79170000
1972-08-10,110.860001,113.449997,110.089996,111.660004,111.660004,82320000
1972-08-17,111.660004,113.269997,110.720001,112.260002,112.260002,82030000
1972-08-24,112.260002,112.809998,109.260002,110.570000,110.570000,67610000
1972-08-31,110.570000,112.120003,110.040001,110.550003,110.550003,46580000
1972-09-07,110.550003,111.059998,107.809998,108.900002,108.900002,59410000
1972-09-14,108.900002,109.639999,107.839996,108.599998,108.599998,58380000
1972-09-21,108.599998,109.919998,107.349998,109.660004,109.660004,63200000
1972-09-28,109.660004,111.349998,108.050003,110.089996,110.089996,73130000
1972-10-05,110.089996,111.110001,107.779999,109.500000,109.500000,67510000
1972-10-12,109.500000,109.690002,106.269997,108.190002,108.190002,67640000
1972-10-19,108.190002,111.559998,107.400002,110.720001,110.720001,76450000
1972-10-26,110.720001,113.309998,109.660004,112.669998,112.669998,84890000
1972-11-02,112.669998,115.230003,111.959999,113.349998,113.349998,89150000
1972-11-09,113.349998,116.070000,112.080002,114.500000,114.500000,102080000
1972-11-16,114.500000,117.610001,113.730003,116.900002,116.900002,103100000
1972-11-23,116.900002,117.910004,115.559998,116.519997,116.519997,70540000
1972-11-30,116.519997,118.559998,115.739998,118.010002,118.010002,98050000
1972-12-07,118.010002,119.790001,117.570000,118.559998,118.559998,88160000
1972-12-14,118.559998,119.250000,115.379997,115.949997,115.949997,89260000
1972-12-21,115.949997,117.550003,114.629997,116.930000,116.930000,61050000
1972-12-28,116.930000,120.449997,116.699997,119.570000,119.570000,65260000
1973-01-04,119.570000,120.709999,118.120003,119.430000,119.430000,94110000
1973-01-11,119.430000,121.739998,117.040001,118.680000,118.680000,105650000
1973-01-18,118.680000,119.930000,116.089996,116.730003,116.730003,90330000
1973-01-25,116.730003,117.290001,114.970001,116.029999,116.029999,65950000
1973-02-01,116.029999,117.010002,113.239998,113.660004,113.660004,86400000
1973-02-08,113.660004,118.980003,111.849998,115.099998,115.099998,95670000
1973-02-15,115.099998,116.260002,113.699997,114.690002,114.690002,56160000
1973-02-22,114.690002,115.199997,109.800003,111.680000,111.680000,79960000
1973-03-01,111.680000,115.120003,109.449997,114.449997,114.449997,86660000
1973-03-08,114.449997,115.610001,112.930000,114.980003,114.980003,71650000
1973-03-15,114.980003,115.470001,110.169998,110.489998,110.489998,71370000
1973-03-22,110.389999,112.470001,107.410004,111.620003,111.620003,83930000
1973-03-29,111.620003,113.220001,108.099998,108.769997,108.769997,65230000
1973-04-05,108.769997,113.269997,107.440002,112.680000,112.680000,72040000
1973-04-12,112.680000,113.650002,109.989998,111.540001,111.540001,68820000
1973-04-19,111.540001,112.930000,107.790001,108.339996,108.339996,56930000
1973-04-26,108.339996,109.660004,105.339996,108.430000,108.430000,74520000
1973-05-03,108.430000,112.250000,106.809998,110.440002,110.440002,79550000
1973-05-10,110.440002,110.860001,104.120003,106.430000,106.430000,72350000
1973-05-17,106.430000,106.820000,101.360001,104.070000,104.070000,83800000
1973-05-24,104.070000,108.860001,103.589996,105.910004,105.910004,59610000
1973-05-31,105.910004,106.300003,102.330002,104.309998,104.309998,60990000
1973-06-07,104.309998,109.519997,104.190002,107.599998,107.599998,67690000
1973-06-14,107.599998,108.269997,102.459999,104.440002,104.440002,60210000
1973-06-21,104.440002,105.660004,101.449997,103.620003,103.620003,68470000
1973-06-28,103.620003,105.300003,101.139999,101.870003,101.870003,43920000
1973-07-05,101.870003,106.209999,100.440002,105.800003,105.800003,65860000
1973-07-12,105.800003,107.279999,103.419998,106.349998,106.349998,76480000
1973-07-19,106.349998,110.760002,105.059998,109.639999,109.639999,89030000
1973-07-26,109.639999,111.040001,106.290001,106.830002,106.830002,69550000
1973-08-02,106.830002,107.570000,105.040001,105.550003,105.550003,64290000
1973-08-09,105.550003,106.650002,101.919998,103.010002,103.010002,58860000
1973-08-16,103.010002,103.970001,99.739998,100.529999,100.529999,55320000
1973-08-23,100.620003,104.919998,100.620003,104.029999,104.029999,59830000
1973-08-30,104.029999,105.349998,103.150002,104.639999,104.639999,51420000
1973-09-06,104.639999,105.949997,102.129997,103.059998,103.059998,66950000
1973-09-13,103.059998,106.430000,102.370003,105.879997,105.879997,81500000
1973-09-20,105.879997,109.610001,105.320000,108.830002,108.830002,111870000
1973-09-27,108.830002,110.449997,107.080002,108.779999,108.779999,98600000
1973-10-04,108.779999,111.309998,107.300003,109.220001,109.220001,95990000
1973-10-11,109.220001,112.820000,108.500000,109.970001,109.970001,97010000
1973-10-18,109.970001,111.559998,107.400002,110.269997,110.269997,84450000
1973-10-25,110.269997,112.559998,107.639999,108.290001,108.290001,86810000
1973-11-01,108.290001,109.199997,104.519997,105.800003,105.800003,83410000
1973-11-08,106.099998,108.449997,101.870003,102.449997,102.449997,99240000
1973-11-15,102.449997,105.410004,97.639999,99.760002,99.760002,111960000
1973-11-22,99.760002,100.489998,94.879997,97.650002,97.650002,71040000
1973-11-29,97.650002,98.720001,91.550003,92.160004,92.160004,90360000
1973-12-06,92.160004,99.089996,91.680000,93.570000,93.570000,103370000
1973-12-13,93.570000,96.830002,91.050003,94.820000,94.820000,91220000
1973-12-20,94.820000,96.519997,91.680000,95.739998,95.739998,66180000
1973-12-27,96.000000,98.760002,95.949997,97.680000,97.680000,79560000
1974-01-03,98.019997,100.940002,92.629997,93.419998,93.419998,101770000
1974-01-10,93.419998,96.199997,91.620003,95.669998,95.669998,74050000
1974-01-17,95.669998,98.349998,93.230003,97.070000,97.070000,87360000
1974-01-24,97.070000,97.900002,94.970001,97.059998,97.059998,73890000
1974-01-31,97.059998,98.059998,92.260002,93.260002,93.260002,65310000
1974-02-07,93.260002,94.089996,89.529999,90.980003,90.980003,61580000
1974-02-14,90.980003,94.440002,90.169998,93.440002,93.440002,52480000
1974-02-21,93.440002,97.430000,93.199997,96.400002,96.400002,77780000
1974-02-28,96.400002,98.570000,94.190002,97.980003,97.980003,79950000
1974-03-07,97.980003,100.730003,95.769997,99.739998,99.739998,83250000
1974-03-14,99.739998,101.050003,96.629997,97.570000,97.570000,74040000
1974-03-21,97.570000,98.660004,95.690002,96.589996,96.589996,58950000
1974-03-28,96.199997,96.199997,92.589996,94.330002,94.330002,62070000
1974-04-04,94.330002,95.139999,91.500000,92.400002,92.400002,56550000
1974-04-11,92.400002,95.040001,91.489998,94.360001,94.360001,48650000
1974-04-18,94.360001,95.419998,89.910004,90.300003,90.300003,63820000
1974-04-25,90.300003,93.029999,88.620003,92.220001,92.220001,65390000
1974-05-02,92.220001,93.589996,90.129997,91.639999,91.639999,56710000
1974-05-09,91.639999,93.570000,89.650002,90.449997,90.449997,63390000
1974-05-16,90.449997,91.309998,86.720001,87.089996,87.089996,64150000
1974-05-23,87.089996,89.370003,86.120003,86.889999,86.889999,51390000
1974-05-30,86.889999,91.419998,85.870003,90.309998,90.309998,66600000
1974-06-06,90.309998,93.760002,89.709999,92.059998,92.059998,69450000
1974-06-13,92.059998,93.330002,88.389999,88.839996,88.839996,51910000
1974-06-20,88.839996,89.480003,86.699997,87.610001,87.610001,57110000
1974-06-27,87.610001,87.610001,83.459999,84.250000,84.250000,61820000
1974-07-04,84.250000,84.449997,79.739998,79.989998,79.989998,51980000
1974-07-11,79.989998,84.889999,79.080002,83.699997,83.699997,67210000
1974-07-18,83.699997,85.639999,82.589996,84.989998,84.989998,60130000
1974-07-25,84.989998,85.669998,78.959999,79.309998,79.309998,57610000
1974-08-01,79.309998,82.930000,77.839996,82.650002,82.650002,61960000
1974-08-08,82.650002,83.529999,76.730003,76.730003,76.730003,55890000
1974-08-15,76.730003,77.519997,73.160004,73.510002,73.510002,58780000
1974-08-22,73.510002,74.050003,70.129997,70.760002,70.760002,73550000
1974-08-29,70.760002,73.010002,67.639999,68.690002,68.690002,59600000
1974-09-05,68.690002,72.419998,68.220001,68.550003,68.550003,64300000
1974-09-12,68.540001,68.839996,64.150002,67.720001,67.720001,76850000
1974-09-19,68.360001,71.120003,66.860001,67.570000,67.570000,72840000
1974-09-26,67.400002,67.400002,61.750000,63.380001,63.380001,65500000
1974-10-03,63.380001,68.150002,60.959999,67.820000,67.820000,78340000
1974-10-10,68.300003,74.430000,68.300003,70.330002,70.330002,98400000
1974-10-17,70.330002,75.089996,69.410004,71.029999,71.029999,78560000
1974-10-24,70.980003,75.449997,68.800003,74.309998,74.309998,73840000
1974-10-31,74.309998,77.410004,71.930000,74.750000,74.750000,84940000
1974-11-07,74.750000,76.300003,72.320000,73.349998,73.349998,77340000
1974-11-14,73.349998,74.540001,67.360001,67.900002,67.900002,69400000
1974-11-21,67.900002,71.309998,66.849998,69.940002,69.940002,66550000
1974-11-28,69.940002,70.489998,66.610001,67.410004,67.410004,44740000
1974-12-05,67.410004,69.029999,64.129997,67.669998,67.669998,74440000
1974-12-12,67.669998,69.010002,65.860001,67.900002,67.900002,79690000
1974-12-19,67.900002,68.620003,65.339996,66.879997,66.879997,59320000
1974-12-26,66.879997,69.040001,66.230003,68.559998,68.559998,64360000
1975-01-02,68.650002,72.239998,68.650002,70.040001,70.040001,78110000
1975-01-09,70.040001,73.809998,69.040001,72.139999,72.139999,95200000
1975-01-16,72.139999,72.930000,69.800003,71.739998,71.739998,74930000
1975-01-23,71.739998,78.029999,71.089996,77.260002,77.260002,129930000
1975-01-30,77.260002,79.400002,75.410004,78.949997,78.949997,130650000
1975-02-06,78.949997,80.720001,77.000000,79.919998,79.919998,103460000
1975-02-13,79.980003,82.529999,79.830002,81.440002,81.440002,104370000
1975-02-20,81.440002,83.559998,78.910004,80.370003,80.370003,105550000
1975-02-27,80.370003,85.430000,80.059998,83.900002,83.900002,116350000
1975-03-06,83.900002,85.889999,81.940002,83.589996,83.589996,126440000
1975-03-13,83.589996,87.080002,82.519997,84.339996,84.339996,118450000
1975-03-20,84.339996,85.300003,80.080002,83.589996,83.589996,91790000
1975-03-27,83.589996,84.879997,81.800003,82.430000,82.430000,64650000
1975-04-03,82.430000,83.220001,79.660004,82.839996,82.839996,74390000
1975-04-10,82.839996,87.239998,82.680000,86.599998,86.599998,124540000
1975-04-17,86.599998,88.790001,85.529999,86.120003,86.120003,129380000
1975-04-24,86.120003,87.610001,85.000000,87.300003,87.300003,92960000
1975-05-01,87.300003,90.860001,86.940002,89.080002,89.080002,115900000
1975-05-08,89.080002,93.230003,88.230003,92.269997,92.269997,127830000
1975-05-15,92.269997,93.510002,88.470001,89.059998,89.059998,98140000
1975-05-22,89.059998,91.290001,88.349998,89.709999,89.709999,74380000
1975-05-29,89.709999,93.760002,88.830002,92.599998,92.599998,120940000
1975-06-05,92.599998,93.599998,89.459999,90.550003,90.550003,103870000
1975-06-12,90.550003,92.220001,89.300003,90.389999,90.389999,83960000
1975-06-19,90.389999,95.290001,90.120003,94.620003,94.620003,116660000
1975-06-26,94.620003,95.849998,93.370003,94.180000,94.180000,101730000
1975-07-03,94.180000,95.220001,92.510002,94.800003,94.800003,80190000
1975-07-10,94.800003,96.580002,93.830002,94.610001,94.610001,126580000
1975-07-17,94.610001,95.029999,89.830002,90.180000,90.180000,95790000
1975-07-24,90.180000,90.949997,87.680000,88.830002,88.830002,85660000
1975-07-31,88.830002,90.070000,85.339996,86.250000,86.250000,72230000
1975-08-07,86.250000,88.169998,85.339996,85.970001,85.970001,62910000
1975-08-14,85.970001,87.209999,82.760002,83.220001,83.220001,67500000
1975-08-21,83.220001,85.580002,82.209999,84.430000,84.430000,63360000
1975-08-28,84.680000,87.730003,84.620003,86.029999,86.029999,53730000
1975-09-04,86.029999,86.910004,83.000000,83.790001,83.790001,66560000
1975-09-11,83.790001,84.470001,81.570000,82.370003,82.370003,57280000
1975-09-18,82.370003,86.699997,82.230003,85.739998,85.739998,79000000
1975-09-25,85.739998,86.860001,82.570000,82.930000,82.930000,62630000
1975-10-02,82.930000,88.459999,82.820000,87.940002,87.940002,77450000
1975-10-09,87.940002,90.800003,87.440002,89.230003,89.230003,79070000
1975-10-16,89.230003,91.430000,88.080002,90.709999,90.709999,84670000
1975-10-23,90.709999,91.750000,88.849998,89.389999,89.389999,82290000
1975-10-30,89.389999,90.199997,87.629997,89.150002,89.150002,68350000
1975-11-06,89.150002,91.629997,88.160004,91.190002,91.190002,88040000
1975-11-13,91.190002,92.330002,89.470001,89.980003,89.980003,96770000
1975-11-20,89.980003,91.580002,88.650002,90.940002,90.940002,80770000
1975-11-27,90.940002,91.900002,87.080002,87.599998,87.599998,68170000
1975-12-04,87.599998,88.389999,86.150002,88.080002,88.080002,76300000
1975-12-11,88.080002,89.800003,87.050003,89.150002,89.150002,77270000
1975-12-18,89.150002,90.089996,87.639999,89.459999,89.459999,80000000
1975-12-25,89.459999,91.089996,89.169998,90.190002,90.190002,60100000
1976-01-01,90.190002,95.150002,89.809998,93.949997,93.949997,96700000
1976-01-08,93.949997,97.470001,93.410004,97.129997,97.129997,150850000
1976-01-15,97.129997,99.440002,95.839996,98.239998,98.239998,165000000
1976-01-22,98.239998,100.750000,97.070000,98.529999,98.529999,154970000
1976-01-29,98.529999,102.570000,98.320000,101.910004,101.910004,164660000
1976-02-05,101.910004,102.300003,98.639999,100.769997,100.769997,146440000
1976-02-12,100.769997,101.550003,98.500000,99.849998,99.849998,107840000
1976-02-19,99.940002,103.070000,99.940002,101.690002,101.690002,184240000
1976-02-26,101.690002,102.360001,98.599998,99.980003,99.980003,134370000
1976-03-04,99.980003,101.900002,98.230003,100.940002,100.940002,129170000
1976-03-11,100.940002,102.459999,99.239998,100.860001,100.860001,121860000
1976-03-18,100.860001,104.389999,99.699997,103.419998,103.419998,112890000
1976-03-25,103.419998,104.000000,101.250000,102.769997,102.769997,92570000
1976-04-01,102.769997,104.629997,101.230003,102.209999,102.209999,101630000
1976-04-08,102.209999,102.379997,99.570000,100.309998,100.309998,90370000
1976-04-15,100.309998,104.029999,99.730003,103.320000,103.320000,81700000
1976-04-22,103.320000,104.040001,100.910004,102.129997,102.129997,86290000
1976-04-29,102.129997,102.970001,100.139999,100.879997,100.879997,79660000
1976-05-06,100.879997,103.989998,100.309998,102.769997,102.769997,98870000
1976-05-13,102.769997,103.029999,100.410004,101.180000,101.180000,84110000
1976-05-20,101.180000,102.529999,98.480003,99.339996,99.339996,93370000
1976-05-27,99.339996,100.739998,98.260002,100.220001,100.220001,62170000
1976-06-03,100.220001,101.099998,97.970001,98.739998,98.739998,80590000
1976-06-10,98.739998,102.650002,98.550003,102.010002,102.010002,96880000
1976-06-17,102.010002,104.820000,101.970001,103.250000,103.250000,111140000
1976-06-24,103.250000,105.070000,102.900002,104.279999,104.279999,98620000
1976-07-01,104.279999,104.980003,102.800003,103.830002,103.830002,72460000
1976-07-08,103.830002,106.779999,103.440002,105.949997,105.949997,120350000
1976-07-15,105.949997,106.250000,103.050003,103.820000,103.820000,96210000
1976-07-22,103.820000,104.709999,102.309998,103.050003,103.050003,76580000
1976-07-29,103.050003,105.180000,102.360001,104.430000,104.430000,81180000
1976-08-05,104.430000,105.239998,103.010002,104.059998,104.059998,76560000
1976-08-12,104.059998,105.410004,103.379997,104.559998,104.559998,81350000
1976-08-19,104.559998,104.739998,100.430000,102.029999,102.029999,81740000
1976-08-26,102.029999,104.300003,100.550003,104.059998,104.059998,72650000
1976-09-02,104.059998,105.730003,103.360001,104.940002,104.940002,68260000
1976-09-09,104.940002,105.290001,103.279999,104.250000,104.250000,82690000
1976-09-16,104.250000,108.720001,103.839996,107.459999,107.459999,132890000
1976-09-23,107.459999,107.959999,104.830002,105.370003,105.370003,97570000
1976-09-30,105.370003,105.839996,102.050003,102.970001,102.970001,88020000
1976-10-07,102.970001,104.000000,100.379997,102.120003,102.120003,91090000
1976-10-14,102.120003,102.230003,100.019997,101.739998,101.739998,82590000
1976-10-21,101.739998,102.320000,99.209999,101.760002,101.760002,80440000
1976-10-28,101.760002,103.779999,100.730003,101.919998,101.919998,71690000
1976-11-04,101.919998,103.160004,98.180000,98.809998,98.809998,97100000
1976-11-11,98.809998,101.320000,98.349998,100.610001,100.610001,86410000
1976-11-18,100.610001,103.150002,100.489998,102.410004,102.410004,108990000
1976-11-25,102.410004,103.510002,101.459999,102.489998,102.489998,72740000
1976-12-02,102.489998,104.400002,101.699997,104.080002,104.080002,121470000
1976-12-09,104.080002,105.889999,103.709999,105.139999,105.139999,136020000
1976-12-16,105.139999,105.599998,102.989998,104.709999,104.709999,119840000
1976-12-23,104.709999,107.360001,104.089996,106.339996,106.339996,92390000
1976-12-30,106.339996,107.970001,104.330002,104.760002,104.760002,111900000
1977-01-06,104.760002,105.860001,102.750000,103.400002,103.400002,113270000
1977-01-13,103.400002,104.709999,102.709999,103.849998,103.849998,121820000
1977-01-20,103.849998,104.449997,101.839996,102.339996,102.339996,127520000
1977-01-27,102.339996,103.320000,100.910004,102.360001,102.360001,119380000
1977-02-03,102.360001,102.709999,100.120003,100.730003,100.730003,115300000
1977-02-10,100.730003,102.220001,99.510002,101.500000,101.500000,107130000
1977-02-17,101.500000,101.760002,99.779999,100.190002,100.190002,73050000
1977-02-24,100.190002,101.239998,98.820000,100.389999,100.389999,91050000
1977-03-03,100.389999,101.849998,99.629997,100.099998,100.099998,93120000
1977-03-10,100.099998,102.699997,99.489998,102.169998,102.169998,102220000
1977-03-17,102.169998,102.610001,99.879997,100.199997,100.199997,96600000
1977-03-24,100.199997,100.599998,98.180000,98.540001,98.540001,88750000
1977-03-31,98.540001,99.570000,97.430000,97.910004,97.910004,84740000
1977-04-07,97.910004,100.720001,97.480003,100.160004,100.160004,80470000
1977-04-14,100.419998,102.070000,99.489998,100.400002,100.400002,113150000
1977-04-21,100.400002,101.199997,96.529999,97.959999,97.959999,104510000
1977-04-28,97.959999,100.559998,97.470001,99.959999,99.959999,99950000
1977-05-05,99.959999,100.790001,98.400002,98.779999,98.779999,98120000
1977-05-12,98.779999,100.930000,97.910004,100.300003,100.300003,113020000
1977-05-19,100.300003,100.739998,96.500000,96.769997,96.769997,99280000
1977-05-26,96.769997,97.470001,95.519997,96.930000,96.930000,70470000
